,application_number,orig_funding_request,cmtd_funding_request,consulting_firms_name,consulting_firms_email,applicant_type,applicant_city,applicant_state,cmtd_discount,service_type,function,funding_gap
6132,170064390,892,892,E-Rate Consulting Llc,richard@erateconsulting.org,School,New York,NY,40,Managed Internal Broadband Services,Leased Equipment,0
6133,170066565,5432,5432,"E2e Exchange, Llc",sdp@erateexchange.com,School District,BRONXVILLE,NY,20,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
6134,170070470,1390,1390,Gv/Wfl Educational Technology Service,mraes@edutech.org,Consortium,Rochester,NY,19,Internet Access And/Or Telecommunications,Lit Fiber Service,0
6135,170054669,1680,1680,E-Rate Central,whimsworth@e-ratecentral.com,School District,PERU,NY,10,Internal Connections,Switches,0
6136,170060519,16220,16220,Teletech Associates Inc,john@teletechassociates.com,School,BROOKLYN,NY,40,Internal Connections,Switches,0
6137,170076739,21250,0,E-Rate Online Llc,msagnella@erateportal.com,School District,NEW YORK,NY,85,Internal Connections,Switches,21250
6138,170075098,266112,0,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,80,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",266112
6139,170062812,8000,0,E-Rate Consulting Llc,richard@erateconsulting.org,School,BROOKLYN,NY,85,Managed Internal Broadband Services,Leased Equipment,8000
6140,170056094,45548,45548,E-Rate Central,whimsworth@e-ratecentral.com,Consortium,GARDEN CITY,NY,40,Internet Access And/Or Telecommunications,Lit Fiber Service,0
6141,170047315,3498,3498,"E2e Exchange, Llc",sdp@erateexchange.com,School District,BREWSTER,NY,60,Basic Maintenance Of Internal Connections,Racks,0
6142,170063833,3000,0,Teletech Associates Inc,john@teletechassociates.com,School,QUEENS,NY,40,Internal Connections,Wireless Controller,3000
6143,170075436,580,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85,Internal Connections,Wap,580
6144,170051267,657,657,"Erateprogram, Llc",rsenturia@erateprogram.com,School,STATEN ISLAND,NY,40,Internet Access And/Or Telecommunications,Lit Fiber Service,0
6145,170075436,7256,6243,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85,Internal Connections,Switches,1013
6146,170062031,754300,731672,Funds For Learning,jharrington@fundsforlearning.com,Consortium,NEW YORK,NY,90,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",22628
6147,170075436,5046,5046,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85,Internal Connections,Cabling,0
6148,170068712,360,360,E-Rate Advantage,rjs@erateadvantage.com,School,BROOKLYN,NY,20,Basic Maintenance Of Internal Connections,Cabling,0
6149,170076231,3628,2840,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,Consortium,ELMIRA,NY,90,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,788
6150,170070648,4759,4636,E Rate Solutions Group Inc,kweiss@erategroup.com,School,BUFFALO,NY,85,Internal Connections,"Antennas, Connectors, And Related Components",123
6151,170065188,118476,93060,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,20,Internet Access And/Or Telecommunications,Cellular Voice,25416
6152,170075436,5046,5046,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85,Internal Connections,Cabling,0
6153,170065188,440640,440640,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,80,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
6154,170059026,540,0,Gold Consulting Team,info@goldconsultingteam.com,School,BROOKLYN,NY,30,Managed Internal Broadband Services,Existing Equipment,540
6155,170064053,15987,14211,Teletech Associates Inc,john@teletechassociates.com,Library,HIGHLAND,NY,60,Internal Connections,Racks,1776
6156,170072514,8160,8160,"Erateprogram, Llc",rsenturia@erateprogram.com,School,BRONX,NY,80,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
6157,170062651,44596,44596,E-Rate Central,whimsworth@e-ratecentral.com,School District,MIDDLEBURGH,NY,80,Internal Connections,Switches,0
6158,170047540,16058,16058,"E2e Exchange, Llc",sdp@erateexchange.com,School District,HARTSDALE,NY,20,Internet Access And/Or Telecommunications,Lit Fiber Service,0
6159,170074456,377,0,Gold Consulting Team,info@goldconsultingteam.com,School,MONSEY,NY,30,Internal Connections,Router,377
6160,170075098,266112,0,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,80,Basic Maintenance Of Internal Connections,Cabling,266112
6161,170075436,17085,1989,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85,Internal Connections,Cabling,15096
6162,170055888,3924,3924,E-Rate Central,whimsworth@e-ratecentral.com,Consortium,GARDEN CITY,NY,40,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
6163,170055888,3924,3924,E-Rate Central,whimsworth@e-ratecentral.com,Consortium,GARDEN CITY,NY,40,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
6164,170047315,616,616,"E2e Exchange, Llc",sdp@erateexchange.com,School District,BREWSTER,NY,60,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",0
6165,170073641,154,154,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,MORRISTOWN,NY,20,Internal Connections,Switches,0
6166,170062031,754300,731672,Funds For Learning,jharrington@fundsforlearning.com,Consortium,NEW YORK,NY,90,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",22628
6167,170064059,1728,1728,E-Rate Consulting Llc,richard@erateconsulting.org,School,GREAT NECK,NY,90,Internet Access And/Or Telecommunications,Lit Fiber Service,0
6168,170052859,15390,15390,Schooley Mitchell,glowry1@gmail.com,School,NEW YORK,NY,90,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
6169,170051267,657,657,"Erateprogram, Llc",rsenturia@erateprogram.com,School,STATEN ISLAND,NY,40,Internal Connections,Wap,0
6170,170066418,10839,10839,Garber Consulting Group Llc,melissa@garbercg.com,School,NEW YORK,NY,85,Internal Connections,Cabling,0
6171,170047667,15360,15360,"E2e Exchange, Llc",sdp@erateexchange.com,School District,MAMARONECK,NY,40,Basic Maintenance Of Internal Connections,Wap,0
6172,170047315,48535,48535,"E2e Exchange, Llc",sdp@erateexchange.com,School District,BREWSTER,NY,60,Internet Access And/Or Telecommunications,Cellular Voice,0
6173,170074284,421,421,E-Rate Central,whimsworth@e-ratecentral.com,Consortium,ALBANY,NY,13,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
6174,170071371,476,476,"Erateprogram, Llc",rsenturia@erateprogram.com,School District,NEW YORK,NY,20,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
6175,170077103,130,130,Paul Le,erate@charterschoolincubator.org,School,BRONX,NY,30,Managed Internal Broadband Services,Existing Equipment,0
6176,170065188,117600,117600,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,80,Internet Access And/Or Telecommunications,Cellular Voice,0
6177,170075943,431,431,"Erateprogram, Llc",rsenturia@erateprogram.com,School,SCARSDALE,NY,40,Internet Access And/Or Telecommunications,Lit Fiber Service,0
6178,170057108,2592,2592,E Rate Solutions Group Inc,kweiss@erategroup.com,School District,SCHENECTADY,NY,30,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
6179,170075436,2463,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85,Internal Connections,Cabling,2463
6180,170065188,118476,93060,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,20,Internet Access And/Or Telecommunications,Cellular Voice,25416
6181,170060519,16220,16220,Teletech Associates Inc,john@teletechassociates.com,School,BROOKLYN,NY,40,Internal Connections,Cabling,0
6182,170077105,1943,1943,Paul Le,erate@charterschoolincubator.org,School,BRONX,NY,90,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
6183,170075688,3854,3854,E-Rate Central,whimsworth@e-ratecentral.com,School,ROCHESTER,NY,85,Internal Connections,Cabling,0
6184,170075865,966,1054,Gv/Wfl Educational Technology Service,mraes@edutech.org,Consortium,NEWARK,NY,12,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",-88
6185,170073230,2141,2141,"Erateprogram, Llc",rsenturia@erateprogram.com,School,BRONX,NY,60,Internal Connections,Wap,0
6186,170065715,3641,3641,E-Rate Advantage,rjs@erateadvantage.com,School,BRONX,NY,85,Basic Maintenance Of Internal Connections,Racks,0
6187,170075436,580,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85,Internal Connections,Wap,580
6188,170075098,13942,0,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,80,Basic Maintenance Of Internal Connections,Wap,13942
6189,170076231,1080,1080,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,Consortium,ELMIRA,NY,90,Internet Access And/Or Telecommunications,Other,0
6190,170075098,266112,0,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,80,Internal Connections,Ups/Battery Backup,266112
6191,170075436,35728,5244,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85,Internal Connections,Cabling,30484
6192,170074456,31950,0,Gold Consulting Team,info@goldconsultingteam.com,School,MONSEY,NY,90,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",31950
6193,170069725,1224,1209,"Erateprogram, Llc",rsenturia@erateprogram.com,School District,New York,NY,20,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,15
6194,170048238,49420,28828,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,Consortium,BINGHAMTON,NY,72,Internet Access And/Or Telecommunications,Lit Fiber Service,20592
6195,170062283,131733,128707,E-Rate Central,whimsworth@e-ratecentral.com,School District,NORTHPORT,NY,40,Internal Connections,"Antennas, Connectors, And Related Components",3026
6196,170075865,584,637,Gv/Wfl Educational Technology Service,mraes@edutech.org,Consortium,NEWARK,NY,12,Internet Access And/Or Telecommunications,Cellular Voice,-53
6197,170057847,16902,16902,Toby Wolner,tobywolner@gmail.com,School,BROOKLYN,NY,90,Basic Maintenance Of Internal Connections,Cabling,0
6198,170070293,1248,1248,E-Rate Advantage,rjs@erateadvantage.com,School,Brewster,NY,20,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
6199,170077781,9511,9511,E-Rate Central,whimsworth@e-ratecentral.com,School District,MALVERNE,NY,60,Internal Connections,Switches,0
6200,170075436,1160,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85,Managed Internal Broadband Services,Existing Equipment,1160
6201,170047315,3498,3498,"E2e Exchange, Llc",sdp@erateexchange.com,School District,BREWSTER,NY,60,Basic Maintenance Of Internal Connections,Racks,0
6202,170075436,580,187,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85,Internal Connections,Cabling,393
6203,170070470,14131,14131,Gv/Wfl Educational Technology Service,mraes@edutech.org,Consortium,Rochester,NY,64,Internet Access And/Or Telecommunications,Lit Fiber Service,0
6204,170064392,3734,0,E-Rate Consulting Llc,richard@erateconsulting.org,School,NEW YORK,NY,30,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,3734
6205,170062031,22506,22506,Funds For Learning,jharrington@fundsforlearning.com,Consortium,NEW YORK,NY,30,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
6206,170070449,32002,36881,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,TURIN,NY,85,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",-4879
6207,170078454,1210,1816,E-Rate Advantage,rjs@erateadvantage.com,School District,BROOKLYN,NY,30,Internal Connections,Cabling,-606
6208,170070449,4120,4120,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,TURIN,NY,20,Basic Maintenance Of Internal Connections,Switches,0
6209,170057143,16218,16218,E Rate Solutions Group Inc,kweiss@erategroup.com,School District,NEW YORK,NY,30,Internet Access And/Or Telecommunications,Cellular Voice,0
6210,170066164,27427,0,Gold Consulting Team,info@goldconsultingteam.com,School,BROOKLYN,NY,90,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",27427
6211,170047515,20935,20935,"E2e Exchange, Llc",sdp@erateexchange.com,School District,COLD SPRING,NY,50,Internet Access And/Or Telecommunications,Lit Fiber Service,0
6212,170062699,1350,0,Teletech Associates Inc,john@teletechassociates.com,School,ROSEDALE,NY,60,Basic Maintenance Of Internal Connections,Firewall Service And Components,1350
6213,170060519,780,780,Teletech Associates Inc,john@teletechassociates.com,School,BROOKLYN,NY,40,Basic Maintenance Of Internal Connections,Wap,0
6214,170076294,4480,4480,Gv/Wfl Educational Technology Service,mraes@edutech.org,Consortium,NEWARK,NY,80,Internal Connections,Switches,0
6215,170075436,580,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85,Internal Connections,Switches,580
6216,170047846,575,575,"E2e Exchange, Llc",sdp@erateexchange.com,School,BRONX,NY,80,Internal Connections,Firewall Service And Components,0
6217,170074785,5693,5693,Mondavi Design,dclark@mondavi-design.com,Consortium,SPENCERPORT,NY,20,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
6218,170047837,21539,21539,"E2e Exchange, Llc",sdp@erateexchange.com,School District,RYE,NY,40,Internet Access And/Or Telecommunications,Lit Fiber Service,0
6219,170070367,7588,7588,Teletech Associates Inc,john@teletechassociates.com,School,BROOKLYN,NY,40,Internet Access And/Or Telecommunications,Lit Fiber Service,0
6220,170071766,4310,4310,"Erateprogram, Llc",rsenturia@erateprogram.com,School,NEW YORK,NY,40,Internal Connections,Router,0
6221,170078999,792,792,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,CASTLETON,NY,20,Internet Access And/Or Telecommunications,Cellular Voice,0
6222,170075098,13942,0,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,80,Basic Maintenance Of Internal Connections,Caching,13942
6223,170063833,41331,19673,Teletech Associates Inc,john@teletechassociates.com,School,QUEENS,NY,40,Internal Connections,Switches,21658
6224,170078999,2240,2240,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,CASTLETON,NY,20,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
6225,170079590,128692,0,E-Rate Central,whimsworth@e-ratecentral.com,School District,CLIFTON PARK,NY,40,Internal Connections,Wap,128692
6226,170055888,3924,3924,E-Rate Central,whimsworth@e-ratecentral.com,Consortium,GARDEN CITY,NY,40,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
6227,170047940,5714,5714,"E2e Exchange, Llc",sdp@erateexchange.com,School District,NEW YORK,NY,90,Internet Access And/Or Telecommunications,Lit Fiber Service,0
6228,170075436,5390,5390,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85,Basic Maintenance Of Internal Connections,Cabling,0
6229,170054596,18817,18817,"Integra Consulting & Computer Services, Inc",rosanne@integraservices.com,School District,ISLIP,NY,50,Internal Connections,Racks,0
